Naber,Status,WarningValue,AlarmValue,AvgValue,StdValue,Count,Alert
203087,z05-10-02,0.004,0.012,0.013983333172897497,0.00444598988278234,6,2
203087,z05-11-02,0.68,2.04,0.12412333240111668,0.017454697474417052,6,0
203087,z05-12-02,0.041,0.123,0.012320166608939568,0.00629030467246401,6,0
203087,z05-13-02,0.32,0.96,0.0010846666652165975,0.0005862475717931969,6,0
203087,z05-14-02,0.016,0.048,0.02044149984916051,0.008676071909640213,6,1
203093,z05-03-02,0.893,2.679,0.21944555764396986,0.11160412232969598,9,0
203093,z05-04-02,0.022,0.066,0.05321566701038844,0.043616125949730536,9,1
203093,z05-05-02,0.196,0.588,0.00036166667188000347,0.00023268768605375894,9,0
203093,z05-06-02,0.065,0.195,0.06682255601562145,0.04901655905216512,9,1
203093,z05-07-02,0.369,1.107,0.11836011045508915,0.026436689979357088,9,0
203093,z05-08-02,0.021,0.063,0.01074788901799669,0.0061223032467731895,9,0
203093,z05-09-02,0.031,0.093,0.0016048889180334907,0.0009368382580748258,9,0
203093,z05-10-02,0.004,0.012,0.018798444523579545,0.007720608203261609,9,2
203093,z05-11-02,0.68,2.04,0.20608411149846184,0.062441119703105466,9,0
203093,z05-12-02,0.041,0.123,0.038932889570585556,0.02814467704363752,9,0
203093,z05-13-02,0.32,0.96,0.0028743333047411093,0.0026472762597429898,9,0
203093,z05-14-02,0.016,0.048,0.06033422239124775,0.03303864583535459,9,2
203096,z05-03-02,0.893,2.679,0.15785200109607295,0.06815972755810851,19,0
203096,z05-04-02,0.022,0.066,0.014249473702205395,0.019187495068523373,19,0
203096,z05-05-02,0.196,0.588,0.0025835789473555785,0.003387462891618387,19,0
203096,z05-06-02,0.065,0.195,0.03079057900207485,0.02579775295339488,19,0
203096,z05-07-02,0.369,1.107,0.10626584213030965,0.02480986407773827,19,0
203096,z05-08-02,0.021,0.063,0.005112421086156054,0.003791283772357247,19,0
203096,z05-09-02,0.031,0.093,0.0012648421014953208,0.0004898624061024852,19,0
203096,z05-10-02,0.004,0.012,0.011805842076060608,0.011992661360731089,19,1
203096,z05-11-02,0.68,2.04,0.260043260690413,0.14534144291494452,19,0
203096,z05-12-02,0.041,0.123,0.018485526152959977,0.013361901966093038,19,0
203096,z05-13-02,0.32,0.96,0.0034201579033642225,0.0039342243921609305,19,0
203096,z05-14-02,0.016,0.048,0.1367527877829209,0.2672845874394672,19,2
